"","GH","GA","scorer","time","scoring","game","league","covid","cens","start","stop","stratum"
"9554",1,0,"Andrés Cadavid",38,"Independiente Medellín","Independiente Medellín v. Jaguares de Córdoba 1:0","Colombia","Depois",1,0,38,1
"9555",1,0,"Andrés Cadavid",38,"Independiente Medellín","Independiente Medellín v. Jaguares de Córdoba 1:0","Colombia","Depois",0,38,90,2
"9556",1,0,"Larry Angulo",17,"Independiente Medellín","Independiente Medellín v. Jaguares de Córdoba 1:1","Colombia","Depois",1,0,17,1
"9557",1,1,"Sergio Romero",18,"Jaguares de Córdoba","Independiente Medellín v. Jaguares de Córdoba 1:1","Colombia","Depois",1,17,18,2
"9558",1,1,"Sergio Romero",18,"Jaguares de Córdoba","Independiente Medellín v. Jaguares de Córdoba 1:1","Colombia","Depois",0,18,90,3
"9559",1,0,"Leonardo Castro",27,"Independiente Medellín","Independiente Medellín v. Jaguares de Córdoba 2:1","Colombia","Antes",1,0,27,1
"9560",2,0,"Germán Cano",53,"Independiente Medellín","Independiente Medellín v. Jaguares de Córdoba 2:1","Colombia","Antes",1,27,53,2
"9561",2,1,"Juan Mezú",65,"Jaguares de Córdoba","Independiente Medellín v. Jaguares de Córdoba 2:1","Colombia","Antes",1,53,65,3
"9562",2,1,"Juan Mezú",65,"Jaguares de Córdoba","Independiente Medellín v. Jaguares de Córdoba 2:1","Colombia","Antes",0,65,90,4
"9563",1,0,"Germán Cano",38,"Independiente Medellín","Independiente Medellín v. Jaguares de Córdoba 3:0","Colombia","Antes",1,0,38,1
"9564",2,0,"Sebastián Macías",58,"Independiente Medellín","Independiente Medellín v. Jaguares de Córdoba 3:0","Colombia","Antes",1,38,58,2
"9565",3,0,"Germán Cano",90,"Independiente Medellín","Independiente Medellín v. Jaguares de Córdoba 3:0","Colombia","Antes",1,58,90,3
"9566",3,0,"Germán Cano",90,"Independiente Medellín","Independiente Medellín v. Jaguares de Córdoba 3:0","Colombia","Antes",0,90,90,4
"9567",1,0,"Germán Cano",11,"Independiente Medellín","Independiente Medellín v. La Equidad 1:0","Colombia","Antes",1,0,11,1
"9568",1,0,"Germán Cano",11,"Independiente Medellín","Independiente Medellín v. La Equidad 1:0","Colombia","Antes",0,11,90,2
"9569",0,1,"Nicolás Palacios",3,"La Equidad","Independiente Medellín v. La Equidad 1:1","Colombia","Antes",1,0,3,1
"9570",1,1,"Germán Cano",79,"Independiente Medellín","Independiente Medellín v. La Equidad 1:1","Colombia","Antes",1,3,79,2
"9571",0,1,"Larry Angulo",15,"La Equidad","Independiente Medellín v. La Equidad 1:1","Colombia","Depois",1,0,15,3
"9572",1,1,"Agustín Vuletich",24,"Independiente Medellín","Independiente Medellín v. La Equidad 1:1","Colombia","Depois",1,15,24,4
"9573",1,1,"Agustín Vuletich",24,"Independiente Medellín","Independiente Medellín v. La Equidad 1:1","Colombia","Depois",0,24,90,5
"9574",0,1,"Wilmar Jordán",41,"Leones FC","Independiente Medellín v. Leones FC 1:1","Colombia","Antes",1,0,41,1
"9575",1,1,"Germán Cano",69,"Independiente Medellín","Independiente Medellín v. Leones FC 1:1","Colombia","Antes",1,41,69,2
"9576",1,1,"Germán Cano",69,"Independiente Medellín","Independiente Medellín v. Leones FC 1:1","Colombia","Antes",0,69,90,3
"9577",1,0,"Leonardo Castro",17,"Independiente Medellín","Independiente Medellín v. Millonarios 1:0","Colombia","Antes",1,0,17,1
"9578",1,0,"Javier Reina",45,"Independiente Medellín","Independiente Medellín v. Millonarios 1:0","Colombia","Antes",1,0,45,2
"9579",1,0,"Javier Reina",45,"Independiente Medellín","Independiente Medellín v. Millonarios 1:0","Colombia","Antes",0,45,90,3
"9580",0,1,"Juan Pérez",20,"Millonarios","Independiente Medellín v. Millonarios 1:2","Colombia","Antes",1,0,20,1
"9581",1,1,"Germán Cano",79,"Independiente Medellín","Independiente Medellín v. Millonarios 1:2","Colombia","Antes",1,20,79,2
"9582",1,2,"Hansel Zapata",90,"Millonarios","Independiente Medellín v. Millonarios 1:2","Colombia","Antes",1,79,90,3
"9583",1,2,"Hansel Zapata",90,"Millonarios","Independiente Medellín v. Millonarios 1:2","Colombia","Antes",0,90,90,4
"9584",1,0,"Germán Cano",17,"Independiente Medellín","Independiente Medellín v. Once Caldas 1:1","Colombia","Antes",1,0,17,1
"9585",1,1,"Mender García",82,"Once Caldas","Independiente Medellín v. Once Caldas 1:1","Colombia","Antes",1,17,82,2
"9586",0,1,"Robert Mejía",21,"Once Caldas","Independiente Medellín v. Once Caldas 1:1","Colombia","Depois",1,0,21,3
"9587",1,1,"Andrés Cadavid",74,"Independiente Medellín","Independiente Medellín v. Once Caldas 1:1","Colombia","Depois",1,21,74,4
"9588",1,1,"Andrés Cadavid",74,"Independiente Medellín","Independiente Medellín v. Once Caldas 1:1","Colombia","Depois",0,74,90,5
"9589",1,0,"Germán Cano",8,"Independiente Medellín","Independiente Medellín v. Once Caldas 2:2","Colombia","Antes",1,0,8,1
"9590",1,1,"Juan Rodríguez",27,"Once Caldas","Independiente Medellín v. Once Caldas 2:2","Colombia","Antes",1,8,27,2
"9591",2,1,"Germán Cano",44,"Independiente Medellín","Independiente Medellín v. Once Caldas 2:2","Colombia","Antes",1,27,44,3
"9592",2,2,"David Lemos",89,"Once Caldas","Independiente Medellín v. Once Caldas 2:2","Colombia","Antes",1,44,89,4
"9593",2,2,"David Lemos",89,"Once Caldas","Independiente Medellín v. Once Caldas 2:2","Colombia","Antes",0,89,90,5
"9594",0,1,"Felix Micolta",7,"Once Caldas","Independiente Medellín v. Once Caldas 3:1","Colombia","Depois",1,0,7,1
"9595",1,1,"Edwar López",47,"Independiente Medellín","Independiente Medellín v. Once Caldas 3:1","Colombia","Depois",1,7,47,2
"9596",2,1,"Diber Cambindo",63,"Independiente Medellín","Independiente Medellín v. Once Caldas 3:1","Colombia","Depois",1,47,63,3
"9597",3,1,"Vladimir Hernández",81,"Independiente Medellín","Independiente Medellín v. Once Caldas 3:1","Colombia","Depois",1,63,81,4
"9598",3,1,"Vladimir Hernández",81,"Independiente Medellín","Independiente Medellín v. Once Caldas 3:1","Colombia","Depois",0,81,90,5
"9599",0,1,"Óscar Vanegas",20,"Patriotas FC","Independiente Medellín v. Patriotas FC 2:1","Colombia","Depois",1,0,20,1
"9600",1,1,"Agustín Vuletich",24,"Independiente Medellín","Independiente Medellín v. Patriotas FC 2:1","Colombia","Depois",1,20,24,2
"9601",2,1,"Agustín Vuletich",70,"Independiente Medellín","Independiente Medellín v. Patriotas FC 2:1","Colombia","Depois",1,24,70,3
"9602",2,1,"Agustín Vuletich",70,"Independiente Medellín","Independiente Medellín v. Patriotas FC 2:1","Colombia","Depois",0,70,90,4
"9603",1,0,"Germán Cano",11,"Independiente Medellín","Independiente Medellín v. Patriotas FC 3:0","Colombia","Antes",1,0,11,1
"9604",2,0,"Mauricio Cortés",20,"Independiente Medellín","Independiente Medellín v. Patriotas FC 3:0","Colombia","Antes",1,11,20,2
"9605",3,0,"Juan Cuesta",54,"Independiente Medellín","Independiente Medellín v. Patriotas FC 3:0","Colombia","Antes",1,20,54,3
"9606",3,0,"Juan Cuesta",54,"Independiente Medellín","Independiente Medellín v. Patriotas FC 3:0","Colombia","Antes",0,54,90,4
"9607",1,0,"Andrés Cadavid",19,"Independiente Medellín","Independiente Medellín v. Patriotas FC 3:1","Colombia","Antes",1,0,19,1
"9608",2,0,"Andrés Ricaurte",62,"Independiente Medellín","Independiente Medellín v. Patriotas FC 3:1","Colombia","Antes",1,19,62,2
"9609",3,0,"Yesid Díaz",84,"Independiente Medellín","Independiente Medellín v. Patriotas FC 3:1","Colombia","Antes",1,62,84,3
"9610",3,1,"Santiago Orozco",88,"Patriotas FC","Independiente Medellín v. Patriotas FC 3:1","Colombia","Antes",1,84,88,4
"9611",3,1,"Santiago Orozco",88,"Patriotas FC","Independiente Medellín v. Patriotas FC 3:1","Colombia","Antes",0,88,90,5
"9612",1,0,"Agustín Vuletich",51,"Independiente Medellín","Independiente Medellín v. Rionegro Águilas Doradas 1:1","Colombia","Depois",1,0,51,1
"9613",1,1,"Johan Rodríguez",69,"Rionegro Águilas Doradas","Independiente Medellín v. Rionegro Águilas Doradas 1:1","Colombia","Depois",1,51,69,2
"9614",1,1,"Johan Rodríguez",69,"Rionegro Águilas Doradas","Independiente Medellín v. Rionegro Águilas Doradas 1:1","Colombia","Depois",0,69,90,3
"9615",1,0,"Germán Cano",61,"Independiente Medellín","Independiente Medellín v. Santa Fe 1:0","Colombia","Antes",1,0,61,1
"9616",1,0,"Germán Cano",61,"Independiente Medellín","Independiente Medellín v. Santa Fe 1:0","Colombia","Antes",0,61,90,2
"9617",1,0,"Germán Cano",13,"Independiente Medellín","Independiente Medellín v. Santa Fe 2:2","Colombia","Antes",1,0,13,1
"9618",1,1,"Facundo Guichón",25,"Santa Fe","Independiente Medellín v. Santa Fe 2:2","Colombia","Antes",1,13,25,2
"9619",2,1,"Germán Cano",32,"Independiente Medellín","Independiente Medellín v. Santa Fe 2:2","Colombia","Antes",1,25,32,3
"9620",2,2,"Elvis Mosquera",57,"Santa Fe","Independiente Medellín v. Santa Fe 2:2","Colombia","Antes",1,32,57,4
"9621",2,2,"Elvis Mosquera",57,"Santa Fe","Independiente Medellín v. Santa Fe 2:2","Colombia","Antes",0,57,90,5
"9622",1,0,"Germán Cano",17,"Independiente Medellín","Independiente Medellín v. Unión Magdalena 1:1","Colombia","Antes",1,0,17,1
"9623",1,1,"Ricardo Márquez",39,"Unión Magdalena","Independiente Medellín v. Unión Magdalena 1:1","Colombia","Antes",1,17,39,2
"9624",1,1,"Ricardo Márquez",39,"Unión Magdalena","Independiente Medellín v. Unión Magdalena 1:1","Colombia","Antes",0,39,90,3
"9625",1,0,"Jonathan Menéndez",45,"Independiente","Independiente v. Aldosivi 2:0","Argentina","Antes",1,0,45,1
"9626",2,0,"Pablo Hernández",90,"Independiente","Independiente v. Aldosivi 2:0","Argentina","Antes",1,45,90,2
"9627",2,0,"Pablo Hernández",90,"Independiente","Independiente v. Aldosivi 2:0","Argentina","Antes",0,90,90,3
"9628",0,1,"Elías Gómez",86,"Argentinos Juniors","Independiente v. Argentinos Juniors 0:1","Argentina","Antes",1,0,86,1
"9629",0,1,"Elías Gómez",86,"Argentinos Juniors","Independiente v. Argentinos Juniors 0:1","Argentina","Antes",0,86,90,2
"9630",1,0,"Emmanuel Gigliotti",20,"Independiente","Independiente v. Argentinos Juniors 2:1","Argentina","Antes",1,0,20,1
"9631",2,0,"Maximiliano Meza",42,"Independiente","Independiente v. Argentinos Juniors 2:1","Argentina","Antes",1,20,42,2
"9632",2,1,"Lucas Barrios",86,"Argentinos Juniors","Independiente v. Argentinos Juniors 2:1","Argentina","Antes",1,42,86,3
"9633",2,1,"Lucas Barrios",86,"Argentinos Juniors","Independiente v. Argentinos Juniors 2:1","Argentina","Antes",0,86,90,4
"9634",0,1,"Gastón Álvarez Suárez",15,"Arsenal de Sarandí","Independiente v. Arsenal de Sarandí 1:1","Argentina","Antes",1,0,15,1
"9635",1,1,"Leandro Fernández",90,"Independiente","Independiente v. Arsenal de Sarandí 1:1","Argentina","Antes",1,15,90,2
"9636",1,1,"Leandro Fernández",90,"Independiente","Independiente v. Arsenal de Sarandí 1:1","Argentina","Antes",0,90,90,3
"9637",1,0,"Alan Soñora",17,"Independiente","Independiente v. Arsenal de Sarandí 3:0","Argentina","Depois",1,0,17,1
"9638",2,0,"Silvio Romero",37,"Independiente","Independiente v. Arsenal de Sarandí 3:0","Argentina","Depois",1,17,37,2
"9639",3,0,"Alan Velasco",56,"Independiente","Independiente v. Arsenal de Sarandí 3:0","Argentina","Depois",1,37,56,3
"9640",3,0,"Alan Velasco",56,"Independiente","Independiente v. Arsenal de Sarandí 3:0","Argentina","Depois",0,56,90,4
"9641",0,1,"Guillermo Acosta",54,"Atlético Tucumán","Independiente v. Atlético Tucumán 0:2","Argentina","Antes",1,0,54,1
"9642",0,2,"Guillermo Acosta",90,"Atlético Tucumán","Independiente v. Atlético Tucumán 0:2","Argentina","Antes",1,54,90,2
"9643",0,2,"Guillermo Acosta",90,"Atlético Tucumán","Independiente v. Atlético Tucumán 0:2","Argentina","Antes",0,90,90,3
"9644",0,1,"Luciano Lollo",68,"Banfield","Independiente v. Banfield 0:1","Argentina","Antes",1,0,68,1
"9645",0,1,"Luciano Lollo",68,"Banfield","Independiente v. Banfield 0:1","Argentina","Antes",0,68,90,2
"9646",1,0,"Martín Benítez",24,"Independiente","Independiente v. Banfield 1:0","Argentina","Antes",1,0,24,1
"9647",1,0,"Martín Benítez",24,"Independiente","Independiente v. Banfield 1:0","Argentina","Antes",0,24,90,2
"9648",0,1,"Leonardo Sequeira",32,"Belgrano de Córdoba","Independiente v. Belgrano de Córdoba 2:1","Argentina","Antes",1,0,32,1
"9649",1,1,"Emanuel Brítez",45,"Independiente","Independiente v. Belgrano de Córdoba 2:1","Argentina","Antes",1,32,45,2
"9650",2,1,"Braian Romero",62,"Independiente","Independiente v. Belgrano de Córdoba 2:1","Argentina","Antes",1,45,62,3
"9651",2,1,"Braian Romero",62,"Independiente","Independiente v. Belgrano de Córdoba 2:1","Argentina","Antes",0,62,90,4
"9652",0,1,"Edwin Cardona",58,"Boca Juniors","Independiente v. Boca Juniors 0:1","Argentina","Antes",1,0,58,1
"9653",0,1,"Edwin Cardona",58,"Boca Juniors","Independiente v. Boca Juniors 0:1","Argentina","Antes",0,58,90,2
"9654",1,0,"Martín Benítez",57,"Independiente","Independiente v. Boca Juniors 1:0","Argentina","Antes",1,0,57,1
"9655",1,0,"Carlos Benavídez",20,"Independiente","Independiente v. Boca Juniors 1:0","Argentina","Depois",1,0,20,2
"9656",1,0,"Carlos Benavídez",20,"Independiente","Independiente v. Boca Juniors 1:0","Argentina","Depois",0,20,90,3
"9657",1,0,"Andrés Roa",77,"Independiente","Independiente v. Central Córdoba SdE 3:0","Argentina","Antes",1,0,77,1
"9658",2,0,"Matías Nani",84,"Independiente","Independiente v. Central Córdoba SdE 3:0","Argentina","Antes",1,77,84,2
"9659",3,0,"Silvio Romero",90,"Independiente","Independiente v. Central Córdoba SdE 3:0","Argentina","Antes",1,84,90,3
"9660",3,0,"Silvio Romero",90,"Independiente","Independiente v. Central Córdoba SdE 3:0","Argentina","Antes",0,90,90,4
"9661",1,0,"Lucas Acevedo",13,"Independiente","Independiente v. Colón de Santa Fe 2:0","Argentina","Antes",1,0,13,1
"9662",2,0,"Silvio Romero",90,"Independiente","Independiente v. Colón de Santa Fe 2:0","Argentina","Antes",1,13,90,2
"9663",2,0,"Silvio Romero",90,"Independiente","Independiente v. Colón de Santa Fe 2:0","Argentina","Antes",0,90,90,3
"9664",0,1,"Mariano Bareiro",57,"Defensa y Justicia","Independiente v. Defensa y Justicia 0:1","Argentina","Antes",1,0,57,1
"9665",0,1,"Nicolás Fernández",34,"Defensa y Justicia","Independiente v. Defensa y Justicia 0:1","Argentina","Antes",1,0,34,2
"9666",0,1,"Nicolás Fernández",34,"Defensa y Justicia","Independiente v. Defensa y Justicia 0:1","Argentina","Antes",0,34,90,3
"9667",1,0,"Emmanuel Gigliotti",51,"Independiente","Independiente v. Estudiantes 1:2","Argentina","Antes",1,0,51,1
"9668",1,1,"Iván Gómez",60,"Estudiantes","Independiente v. Estudiantes 1:2","Argentina","Antes",1,51,60,2
"9669",1,2,"Juan Otero",71,"Estudiantes","Independiente v. Estudiantes 1:2","Argentina","Antes",1,60,71,3
"9670",1,2,"Juan Otero",71,"Estudiantes","Independiente v. Estudiantes 1:2","Argentina","Antes",0,71,90,4
"9671",0,1,"Erik Ramírez",90,"Gimnasia de La Plata","Independiente v. Gimnasia de La Plata 0:1","Argentina","Antes",1,0,90,1
"9672",0,1,"Erik Ramírez",90,"Gimnasia de La Plata","Independiente v. Gimnasia de La Plata 0:1","Argentina","Antes",0,90,90,2
"9673",0,1,"Johan Carbonero",45,"Gimnasia de La Plata","Independiente v. Gimnasia de La Plata 1:1","Argentina","Depois",1,0,45,1
"9674",1,1,"Silvio Romero",45,"Independiente","Independiente v. Gimnasia de La Plata 1:1","Argentina","Depois",1,45,45,2
"9675",1,1,"Silvio Romero",45,"Independiente","Independiente v. Gimnasia de La Plata 1:1","Argentina","Depois",0,45,90,3
"9676",1,0,"Martín Benítez",10,"Independiente","Independiente v. Gimnasia de La Plata 2:2","Argentina","Antes",1,0,10,1
"9677",1,1,"Brahian Alemán",23,"Gimnasia de La Plata","Independiente v. Gimnasia de La Plata 2:2","Argentina","Antes",1,10,23,2
"9678",2,1,"Emmanuel Gigliotti",79,"Independiente","Independiente v. Gimnasia de La Plata 2:2","Argentina","Antes",1,23,79,3
"9679",2,2,"Ezequiel Bonifacio",90,"Gimnasia de La Plata","Independiente v. Gimnasia de La Plata 2:2","Argentina","Antes",1,79,90,4
"9680",2,2,"Ezequiel Bonifacio",90,"Gimnasia de La Plata","Independiente v. Gimnasia de La Plata 2:2","Argentina","Antes",0,90,90,5
"9681",0,1,"Germán Denis",90,"Lanús","Independiente v. Lanús 0:1","Argentina","Antes",1,0,90,1
"9682",0,1,"José Manuel López",49,"Lanús","Independiente v. Lanús 0:1","Argentina","Depois",1,0,49,2
"9683",0,1,"José Manuel López",49,"Lanús","Independiente v. Lanús 0:1","Argentina","Depois",0,49,90,3
"9684",1,0,"Silvio Romero",24,"Independiente","Independiente v. Lanús 2:2","Argentina","Antes",1,0,24,1
"9685",2,0,"Silvio Romero",46,"Independiente","Independiente v. Lanús 2:2","Argentina","Antes",1,24,46,2
"9686",2,1,"Lautaro Valenti",49,"Lanús","Independiente v. Lanús 2:2","Argentina","Antes",1,46,49,3
"9687",2,2,"José Sand",54,"Lanús","Independiente v. Lanús 2:2","Argentina","Antes",1,49,54,4
"9688",2,2,"José Sand",54,"Lanús","Independiente v. Lanús 2:2","Argentina","Antes",0,54,90,5
"9689",0,1,"Sebastián Ribas",34,"Patronato de Paraná","Independiente v. Patronato de Paraná 1:1","Argentina","Antes",1,0,34,1
"9690",1,1,"Maximiliano Meza",89,"Independiente","Independiente v. Patronato de Paraná 1:1","Argentina","Antes",1,34,89,2
"9691",1,1,"Maximiliano Meza",89,"Independiente","Independiente v. Patronato de Paraná 1:1","Argentina","Antes",0,89,90,3
"9692",1,0,"Andrés Roa",53,"Independiente","Independiente v. Patronato de Paraná 2:0","Argentina","Depois",1,0,53,1
"9693",2,0,"Silvio Romero",70,"Independiente","Independiente v. Patronato de Paraná 2:0","Argentina","Depois",1,53,70,2
"9694",2,0,"Silvio Romero",70,"Independiente","Independiente v. Patronato de Paraná 2:0","Argentina","Depois",0,70,90,3
"9695",1,0,"Silvio Romero",69,"Independiente","Independiente v. Racing Club 1:0","Argentina","Depois",1,0,69,1
"9696",1,0,"Silvio Romero",69,"Independiente","Independiente v. Racing Club 1:0","Argentina","Depois",0,69,90,2
"9697",0,1,"Alejandro Donatti",5,"Racing Club","Independiente v. Racing Club 1:3","Argentina","Antes",1,0,5,1
"9698",1,1,"Fernando Gaibor",47,"Independiente","Independiente v. Racing Club 1:3","Argentina","Antes",1,5,47,2
"9699",1,2,"Lisandro López",55,"Racing Club","Independiente v. Racing Club 1:3","Argentina","Antes",1,47,55,3
"9700",1,3,"Matías Zaracho",90,"Racing Club","Independiente v. Racing Club 1:3","Argentina","Antes",1,55,90,4
"9701",1,3,"Matías Zaracho",90,"Racing Club","Independiente v. Racing Club 1:3","Argentina","Antes",0,90,90,5
"9702",1,0,"Nicolás Domingo",82,"Independiente","Independiente v. River Plate 1:0","Argentina","Antes",1,0,82,1
"9703",1,0,"Nicolás Domingo",82,"Independiente","Independiente v. River Plate 1:0","Argentina","Antes",0,82,90,2
"9704",0,1,"Rafael Borré",23,"River Plate","Independiente v. River Plate 1:2","Argentina","Antes",1,0,23,1
"9705",1,1,"Silvio Romero",46,"Independiente","Independiente v. River Plate 1:2","Argentina","Antes",1,23,46,2
"9706",1,2,"Rafael Borré",69,"River Plate","Independiente v. River Plate 1:2","Argentina","Antes",1,46,69,3
"9707",1,2,"Rafael Borré",69,"River Plate","Independiente v. River Plate 1:2","Argentina","Antes",0,69,90,4
"9708",0,1,"Fernando Zampedri",35,"Rosario Central","Independiente v. Rosario Central 1:1","Argentina","Antes",1,0,35,1
"9709",1,1,"Emmanuel Gigliotti",65,"Independiente","Independiente v. Rosario Central 1:1","Argentina","Antes",1,35,65,2
"9710",1,1,"Emmanuel Gigliotti",65,"Independiente","Independiente v. Rosario Central 1:1","Argentina","Antes",0,65,90,3
"9711",0,1,"Rubén Botta",14,"San Lorenzo","Independiente v. San Lorenzo 0:1","Argentina","Antes",1,0,14,1
"9712",0,1,"Rubén Botta",14,"San Lorenzo","Independiente v. San Lorenzo 0:1","Argentina","Antes",0,14,90,2
"9713",1,0,"Silvio Romero",47,"Independiente","Independiente v. San Lorenzo 1:1","Argentina","Depois",1,0,47,1
"9714",1,1,"Néstor Ortigoza",72,"San Lorenzo","Independiente v. San Lorenzo 1:1","Argentina","Depois",1,47,72,2
"9715",1,1,"Néstor Ortigoza",72,"San Lorenzo","Independiente v. San Lorenzo 1:1","Argentina","Depois",0,72,90,3
"9716",1,0,"Silvio Romero",43,"Independiente","Independiente v. San Lorenzo 2:1","Argentina","Antes",1,0,43,1
"9717",1,1,"Óscar Romero",51,"San Lorenzo","Independiente v. San Lorenzo 2:1","Argentina","Antes",1,43,51,2
"9718",2,1,"Silvio Romero",62,"Independiente","Independiente v. San Lorenzo 2:1","Argentina","Antes",1,51,62,3
"9719",2,1,"Silvio Romero",62,"Independiente","Independiente v. San Lorenzo 2:1","Argentina","Antes",0,62,90,4
"9720",1,0,"Pablo Hernández",26,"Independiente","Independiente v. San Martín de Tucumán 4:0","Argentina","Antes",1,0,26,1
"9721",2,0,"Fernando Gaibor",79,"Independiente","Independiente v. San Martín de Tucumán 4:0","Argentina","Antes",1,26,79,2
"9722",3,0,"Braian Romero",90,"Independiente","Independiente v. San Martín de Tucumán 4:0","Argentina","Antes",1,79,90,3
"9723",4,0,"Emmanuel Gigliotti",90,"Independiente","Independiente v. San Martín de Tucumán 4:0","Argentina","Antes",1,90,90,4
"9724",4,0,"Emmanuel Gigliotti",90,"Independiente","Independiente v. San Martín de Tucumán 4:0","Argentina","Antes",0,90,90,5
"9725",1,0,"Lucas Romero",6,"Independiente","Independiente v. Sarmiento de Junín 1:1","Argentina","Depois",1,0,6,1
"9726",1,1,"Luciano Gondou",32,"Sarmiento de Junín","Independiente v. Sarmiento de Junín 1:1","Argentina","Depois",1,6,32,2
"9727",1,1,"Luciano Gondou",32,"Sarmiento de Junín","Independiente v. Sarmiento de Junín 1:1","Argentina","Depois",0,32,90,3
"9728",1,0,"Silvio Romero",10,"Independiente","Independiente v. Talleres de Córdoba 1:1","Argentina","Antes",1,0,10,1
"9729",1,1,"Sebastián Palacios",79,"Talleres de Córdoba","Independiente v. Talleres de Córdoba 1:1","Argentina","Antes",1,10,79,2
"9730",1,1,"Sebastián Palacios",79,"Talleres de Córdoba","Independiente v. Talleres de Córdoba 1:1","Argentina","Antes",0,79,90,3
"9731",1,0,"Braian Martínez",73,"Independiente","Independiente v. Unión de Santa Fe 1:0","Argentina","Depois",1,0,73,1
"9732",1,0,"Braian Martínez",73,"Independiente","Independiente v. Unión de Santa Fe 1:0","Argentina","Depois",0,73,90,2
"9733",0,1,"Bruno Pittón",18,"Unión de Santa Fe","Independiente v. Unión de Santa Fe 2:1","Argentina","Antes",1,0,18,1
"9734",1,1,"Yeimar Gómez",42,"Independiente","Independiente v. Unión de Santa Fe 2:1","Argentina","Antes",1,18,42,2
"9735",2,1,"Fernando Gaibor",75,"Independiente","Independiente v. Unión de Santa Fe 2:1","Argentina","Antes",1,42,75,3
"9736",2,1,"Fernando Gaibor",75,"Independiente","Independiente v. Unión de Santa Fe 2:1","Argentina","Antes",0,75,90,4
"9737",1,0,"Maximiliano Meza",51,"Independiente","Independiente v. Vélez Sarsfield 1:0","Argentina","Antes",1,0,51,1
"9738",1,0,"Maximiliano Meza",51,"Independiente","Independiente v. Vélez Sarsfield 1:0","Argentina","Antes",0,51,90,2
"9739",0,1,"Leandro Fernández",8,"Vélez Sarsfield","Independiente v. Vélez Sarsfield 2:1","Argentina","Antes",1,0,8,1
"9740",1,1,"Silvio Romero",56,"Independiente","Independiente v. Vélez Sarsfield 2:1","Argentina","Antes",1,8,56,2
"9741",2,1,"Pablo Pérez",84,"Independiente","Independiente v. Vélez Sarsfield 2:1","Argentina","Antes",1,56,84,3
"9742",2,1,"Pablo Pérez",84,"Independiente","Independiente v. Vélez Sarsfield 2:1","Argentina","Antes",0,84,90,4
"9743",1,0,"Leandro Damião",24,"Internacional","Internacional v. América - MG 2:0","Brasil","Antes",1,0,24,1
"9744",2,0,"Edenilson",45,"Internacional","Internacional v. América - MG 2:0","Brasil","Antes",1,24,45,2
"9745",2,0,"Edenilson",45,"Internacional","Internacional v. América - MG 2:0","Brasil","Antes",0,45,90,3
"9746",1,0,"Patrick",14,"Internacional","Internacional v. América - MG 3:1","Brasil","Depois",1,0,14,1
"9747",1,1,"Ademir",16,"América - MG","Internacional v. América - MG 3:1","Brasil","Depois",1,14,16,2
"9748",2,1,"Patrick",64,"Internacional","Internacional v. América - MG 3:1","Brasil","Depois",1,16,64,3
"9749",3,1,"Yuri Alberto",90,"Internacional","Internacional v. América - MG 3:1","Brasil","Depois",1,64,90,4
"9750",3,1,"Yuri Alberto",90,"Internacional","Internacional v. América - MG 3:1","Brasil","Depois",0,90,90,5
"9751",1,0,"Rodrigo Lindoso",11,"Internacional","Internacional v. Athletico Paranaense 1:1","Brasil","Antes",1,0,11,1
"9752",1,1,"Rony",22,"Athletico Paranaense","Internacional v. Athletico Paranaense 1:1","Brasil","Antes",1,11,22,2
"9753",1,1,"Rony",22,"Athletico Paranaense","Internacional v. Athletico Paranaense 1:1","Brasil","Antes",0,22,90,3
"9754",1,0,"Yuri Alberto",33,"Internacional","Internacional v. Atlético Goianiense 1:2","Brasil","Depois",1,0,33,1
"9755",1,1,"Baralhas",45,"Atlético Goianiense","Internacional v. Atlético Goianiense 1:2","Brasil","Depois",1,33,45,2
"9756",1,2,"Janderson",45,"Atlético Goianiense","Internacional v. Atlético Goianiense 1:2","Brasil","Depois",1,45,45,3
"9757",1,2,"Janderson",45,"Atlético Goianiense","Internacional v. Atlético Goianiense 1:2","Brasil","Depois",0,45,90,4
"9758",1,0,"Damián Musto",52,"Internacional","Internacional v. Atlético Goianiense 3:0","Brasil","Depois",1,0,52,1
"9759",2,0,"Thiago Galhardo",69,"Internacional","Internacional v. Atlético Goianiense 3:0","Brasil","Depois",1,52,69,2
"9760",3,0,"Thiago Galhardo",90,"Internacional","Internacional v. Atlético Goianiense 3:0","Brasil","Depois",1,69,90,3
"9761",3,0,"Thiago Galhardo",90,"Internacional","Internacional v. Atlético Goianiense 3:0","Brasil","Depois",0,90,90,4
"9762",0,1,"Nathan",2,"Atlético Mineiro","Internacional v. Atlético Mineiro 0:1","Brasil","Depois",1,0,2,1
"9763",0,1,"Nathan",2,"Atlético Mineiro","Internacional v. Atlético Mineiro 0:1","Brasil","Depois",0,2,90,2
"9764",1,0,"Thiago Galhardo",8,"Internacional","Internacional v. Atlético Mineiro 1:0","Brasil","Depois",1,0,8,1
"9765",1,0,"Thiago Galhardo",8,"Internacional","Internacional v. Atlético Mineiro 1:0","Brasil","Depois",0,8,90,2
"9766",0,1,"Juan Cazares",42,"Atlético Mineiro","Internacional v. Atlético Mineiro 1:2","Brasil","Antes",1,0,42,1
"9767",1,1,"Andrés D'Alessandro",83,"Internacional","Internacional v. Atlético Mineiro 1:2","Brasil","Antes",1,42,83,2
